TextureArchive	TextureRecord	OffsetX	OffsetY
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
246	3	237	45
246	3	236	46
246	3	236	61
246	8	223	84
246	10	236	96
246	10	236	79
246	10	237	95
246	10	236	79
246	17	262	45
246	17	256	40
246	17	256	40
246	22	226	46
246	22	225	41
246	22	225	41
246	27	236	9
246	27	233	11
246	27	233	8
246	27	234	8
246	27	233	7
246	27	234	8
246	0	230	144
246	0	230	144
246	0	230	144
246	33	271	66
246	34	261	58
246	35	261	60
246	36	260	72
247	3	236	45
247	8	223	84
247	8	223	84
247	10	237	92
247	10	231	82
247	17	260	44
247	22	225	45
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	138
247	0	230	138
247	0	230	138
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	236	45
247	8	223	84
247	10	237	79
247	17	262	45
247	22	226	45
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
247	3	237	45
247	3	236	46
247	3	236	61
247	8	223	84
247	10	236	96
247	10	236	79
247	10	237	95
247	10	236	79
247	17	262	45
247	17	256	40
247	17	256	40
247	22	226	46
247	22	225	41
247	22	225	41
247	27	236	9
247	27	233	11
247	27	233	8
247	27	234	8
247	27	233	7
247	27	234	8
247	0	230	144
247	0	230	144
247	0	230	144
247	33	271	66
247	34	261	58
247	35	261	60
247	36	260	72
248	3	236	45
248	8	223	84
248	8	223	84
248	10	237	92
248	10	231	82
248	17	260	45
248	22	225	45
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	138
248	0	230	138
248	0	230	138
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	45
248	8	223	84
248	10	237	79
248	17	262	45
248	22	226	45
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
248	3	237	46
248	3	237	46
248	3	237	61
248	8	223	84
248	10	237	94
248	10	237	79
248	10	237	95
248	10	237	79
248	17	262	45
248	17	256	40
248	17	256	40
248	22	226	45
248	22	225	41
248	22	225	41
248	27	236	8
248	27	235	8
248	27	233	8
248	27	234	8
248	27	233	7
248	27	234	8
248	0	230	144
248	0	230	144
248	0	230	144
248	33	271	66
248	34	261	58
248	35	261	60
248	36	260	72
